0.000,0.000,0.000,0.000,0.000,0.036,0.964
0.002,0.000,0.000,0.000,0.000,0.826,0.172
0.002,0.000,0.000,0.000,0.000,0.797,0.201
0.001,0.000,0.000,0.000,0.000,0.497,0.503
0.001,0.002,0.000,0.000,0.000,0.440,0.557
0.001,0.002,0.000,0.000,0.000,0.429,0.568
0.000,0.126,0.000,0.000,0.000,0.299,0.575
0.000,0.975,0.000,0.000,0.000,0.025,0.000
0.000,0.967,0.000,0.000,0.000,0.032,0.001
0.000,0.995,0.000,0.000,0.000,0.005,0.000
0.000,0.992,0.000,0.000,0.000,0.008,0.000
0.000,0.997,0.000,0.000,0.000,0.003,0.000
0.000,0.597,0.000,0.000,0.000,0.362,0.041
0.000,0.997,0.000,0.000,0.000,0.003,0.000
0.000,0.986,0.000,0.000,0.000,0.014,0.000
0.000,0.996,0.000,0.000,0.000,0.004,0.000
0.000,0.997,0.000,0.000,0.000,0.003,0.000
0.000,0.996,0.000,0.000,0.000,0.004,0.000
0.000,0.999,0.000,0.000,0.000,0.001,0.000
0.000,0.994,0.000,0.000,0.000,0.006,0.000
0.000,0.100,0.000,0.000,0.000,0.358,0.542
0.000,0.991,0.000,0.000,0.000,0.008,0.001
0.000,0.994,0.000,0.000,0.000,0.005,0.000
0.000,0.996,0.000,0.000,0.000,0.004,0.000
0.000,0.998,0.000,0.000,0.000,0.002,0.000
0.000,0.998,0.000,0.000,0.000,0.002,0.000
0.000,0.998,0.000,0.000,0.000,0.002,0.001
0.000,0.986,0.000,0.000,0.000,0.003,0.011
0.000,0.998,0.000,0.000,0.000,0.002,0.000
0.000,0.999,0.000,0.000,0.000,0.000,0.000
0.000,0.993,0.000,0.000,0.000,0.007,0.000
0.000,0.971,0.000,0.000,0.000,0.029,0.000
0.000,0.888,0.000,0.000,0.000,0.112,0.000
0.000,0.476,0.000,0.000,0.000,0.524,0.000
0.000,0.137,0.000,0.000,0.000,0.863,0.000
0.000,0.218,0.000,0.000,0.000,0.782,0.000
0.000,0.797,0.000,0.000,0.000,0.202,0.000
0.000,0.738,0.000,0.000,0.000,0.262,0.000
0.000,0.303,0.000,0.000,0.000,0.697,0.000
0.000,0.038,0.000,0.000,0.000,0.961,0.000
0.000,0.093,0.000,0.000,0.000,0.907,0.000
0.000,0.093,0.000,0.000,0.000,0.907,0.000
0.000,0.245,0.000,0.000,0.000,0.755,0.000
0.001,0.000,0.000,0.000,0.000,0.999,0.000
0.001,0.009,0.000,0.000,0.000,0.991,0.000
0.000,0.051,0.000,0.000,0.000,0.948,0.000
0.001,0.000,0.000,0.000,0.000,0.999,0.000
0.000,0.006,0.000,0.000,0.000,0.993,0.000
0.001,0.005,0.000,0.000,0.000,0.995,0.000
0.000,0.007,0.000,0.000,0.000,0.993,0.000
0.000,0.006,0.000,0.000,0.000,0.994,0.000
0.001,0.001,0.000,0.000,0.000,0.998,0.000
0.001,0.000,0.000,0.000,0.000,0.999,0.000
0.002,0.000,0.000,0.000,0.000,0.998,0.000
0.006,0.000,0.000,0.000,0.000,0.994,0.000
0.001,0.000,0.000,0.000,0.000,0.999,0.000
0.001,0.000,0.000,0.000,0.000,0.999,0.000
0.001,0.001,0.000,0.000,0.000,0.999,0.000
0.000,0.008,0.000,0.000,0.000,0.992,0.000
0.014,0.000,0.000,0.000,0.000,0.986,0.000
0.003,0.000,0.000,0.000,0.000,0.997,0.000
0.003,0.000,0.000,0.000,0.000,0.997,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.999,0.000,0.000,0.000,0.000,0.001,0.000
0.298,0.000,0.000,0.000,0.000,0.702,0.000
0.643,0.000,0.000,0.000,0.000,0.357,0.000
0.998,0.000,0.000,0.000,0.000,0.002,0.000
0.017,0.000,0.000,0.000,0.000,0.983,0.000
0.767,0.000,0.000,0.000,0.000,0.233,0.000
0.904,0.000,0.000,0.000,0.000,0.096,0.000
0.993,0.000,0.000,0.000,0.000,0.007,0.000
0.988,0.000,0.000,0.000,0.000,0.012,0.000
0.963,0.000,0.000,0.000,0.000,0.037,0.000
0.374,0.000,0.000,0.000,0.000,0.626,0.000
0.672,0.000,0.000,0.000,0.000,0.328,0.000
0.267,0.000,0.000,0.000,0.000,0.733,0.000
0.995,0.000,0.000,0.000,0.000,0.005,0.000
0.989,0.000,0.000,0.000,0.000,0.011,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.999,0.000,0.000,0.000,0.000,0.001,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
